Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Bwd IAT Tot,Bwd IAT Mean,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.9.252-22.93.203.210-62709-21-6,192.168.9.252,61675,22.93.203.210,21,6,7/10/2017 11:49:01 AM,26314962,381,380,364175,551973,1251,309,840.8584500917503,428.2986596874022,112,138,92.90494978831909,53.608531526709776,7110019.811119866,4989.1532,1689314.4536095075,416103.71504479554,67128379.25934196,1182108.6199898357,87210136.09421617,42.2522,22185622.118189204,1398.2165,0,0,0,0,12069,12149,6.010784154398031,13.903157549718685,59,877,320.576083402917,279.0490357947002,91916.42806430627,0,1,0,142,61,0,0,0,4.907794807390564,911.3282236022711,706.6270890846813,235.15895545261793,384,374020,390,546039,40037,31,42,24,7143352.425173053,4647328.04894479,23990947.264192138,5065514.073170584,63005222.13889611,3402954.332015577,778224066.1778728,7444039.717608397,Bot
192.168.6.171-9.204.50.244-22619-80-17,192.168.6.171,22196,9.204.50.244,21,17,7/14/2017 16:54:47 AM,72330326,451,56,38087,26394,1191,1066,1111.3996934452366,263.17482723326475,375,347,392.0179888979311,340.3747252694211,2210478.7379509266,3628.591061906491,2081367.8995091491,1593263.6443463168,26953516.60822435,595190.4865095154,72022667.3048141,42.2522,73584499.84825379,1866703.0138549071,0,0,0,0,14360,1158,2.836951128932834,5.173314552145895,15,547,326.6006949591638,194.42118162777524,38654.094034247704,0,0,1,27,95,0,0,0,2.3334689938137654,548.904646579812,1147.8815737713214,462.3686702464847,441,73298,48,34589,9686,25421,251,15,4471987.4683674695,2227436.6314032357,13207989.229993671,2562326.3466195483,61243181.845377415,17230075.691626843,56857137.13139574,24538116.8355932,BENIGN
192.168.6.142-17.137.213.228-32044-22-17,192.168.6.142,30819,17.137.213.228,805,16,7/12/2017 14:01:10 AM,38900181,375,98,491490,95026,934,261,598.0465741105015,356.10082180598215,1439,681,1346.5224786471558,1164.9845,7209062.681692758,2539.1015205739377,9038148.828808304,6192885.894172868,44495997.38751563,3639448.174706517,94692771.94107969,283669.5890843399,64234171.93469063,624656.5828056233,0,0,0,0,11998,3646,16.4386625775275,1.3967304364047903,18,259,185.17014711329995,12.45777862872934,0.4996,1,1,0,322,110,0,0,0,1.0272865820947255,602.2089719793261,145.77049447988028,601.3574947106881,369,493962,105,87251,65348,38587,122,21,5719347.409416969,5564594.666672884,38715422.41648979,1476056.9655030651,65766101.81729469,14472984.669563498,892594767.3042862,33177499.132380836,BENIGN
192.168.6.205-15.36.195.24-27163-443-6,192.168.6.205,27015,15.36.195.24,1603,6,7/12/2017 9:01:54 AM,26113769,79,204,94391,216853,616,176,189.52730503757675,97.51725129728224,915,729,882.2878142365386,295.45581821924554,6733874.578879357,640.1316894472072,6777669.359922504,5544372.001759256,51484551.06107746,3125361.319359971,90659033.11345889,1008832.1180576665,46640856.50629462,211556.71406051744,0,0,0,0,2801,5867,4.033918242867164,9.956075503408565,26,1351,559.4574223397691,13.39185935940583,0.4996,1,0,1,40,96,0,0,0,1.7366921439114362,479.73047295554767,322.2560056350683,1003.98069552641,84,94074,204,217929,20696,64847,68,12,2981356.0205163276,1234170.6901977567,88844693.9718155,1452266.938537501,17448888.38788113,2034793.923394435,887762123.7800933,12347754.759569881,BENIGN
192.168.10.128-130.50.174.93-18036-22-6,192.168.10.128,17604,130.50.174.93,21,6,7/14/2017 15:10:14 AM,100405998,195,5,82374,16686,584,459,550.7485835289629,471.9020410053957,774,293,514.8849551802465,212.19638706289663,1602151.4252796695,1764.36770969863,4071410.255301647,73854.48687501323,24380664.84086592,3610922.2327387505,46649199.415655605,479325.3109734695,33732226.35848936,3426443.4831570825,0,0,0,0,6012,647,0.0152,5.215624242136261,45,164,78.63559098160201,62.8554901627466,6384.819450349272,1,1,0,116,151,0,0,0,1.4954011265012386,249.4493722385583,60.27008492892341,311.3751669922171,186,85955,19,417,57547,38703,31,26,4958576.167491499,1661513.2620349787,46870293.15155591,919690.3443677415,4049027.5291782785,1904258.437951143,324042852.2260724,2623592.0643296596,Bot
192.168.6.208-214.205.166.31-64977-21-6,192.168.6.208,64977,214.205.166.31,21,6,7/11/2017 11:48:02 AM,79603555,89,172,8375,31824,580,144,474.2918,79.7051,777,566,600.8163,146.3857,5819858.0176,666.8544,7910522.9562,5000989.999,42548235.2108,1247913.9599,87962694.0839,988344.8773,8072260.772,46931.7487,0,0,0,0,2848,5504,1.118,2.1607,26,1034,723.8972,149.2388,22272.2194,0,0,0,83,145,0,0,0,3.1991,542.1634,613.3251,1370.849,89,8375,172,31824,4930,23592,63,13,6271916.5405,4908295.4522,38875564.6855,28662.9175,23563900.7329,2768942.6697,541269364.5632,2254684.86,BENIGN
192.168.4.207-16.179.143.153-36332-8080-17,192.168.4.207,37067,16.179.143.153,8627,17,7/11/2017 17:17:54 AM,67907643,454,345,111956,76237,908,52,867.5556684655213,762.8756244382682,271,72,103.0941444756593,76.59033291316507,8304807.303495399,3688.406371451221,6895800.164367465,3109359.337583236,61097098.57769864,1775761.396558163,38976421.381467104,42.2522,44990739.61993628,220196.33448499176,0,0,0,0,14815,10777,7.817063593028363,6.106730841240378,29,1058,345.45099791857587,0.7068,0.4996,0,1,1,352,379,0,0,0,3.8540818700142174,752.7487233941141,1061.65103198177,660.7326704409099,454,114723,351,78908,47592,7172,412,33,2255798.0695066904,1099132.8113828867,23956354.050116867,346944.1816335469,84895687.24696982,27983814.487748176,621341571.6993579,44683792.60215991,BENIGN
192.168.5.167-105.59.71.12-63038-8080-17,192.168.5.167,64338,105.59.71.12,9048,17,7/7/2017 9:15:56 AM,73299760,75,198,68485,201625,1350,1097,1246.6279838009973,900.2427748853041,324,220,295.37036696058914,267.2401365871843,6152817.341445797,4546.44216913494,2726661.4366616313,2019482.0269053527,22807557.583954208,1284242.502978225,21441753.09970683,650873.7201539761,39492048.77572411,323794.80352569197,0,0,0,0,1546,6420,3.9378665637324266,3.391965573721953,11,295,328.2818131692974,262.15163327689316,65427.61727724232,1,1,0,50,147,0,0,0,0.5619168630096757,259.13007280647156,939.2711468649663,1439.8026626656228,70,44433,203,204338,7725,43049,30,15,7737799.649048254,1654444.4578025495,82468234.97921385,4139336.1342161866,59600866.42661652,48038934.460051306,298404174.8872798,46172410.059369005,BENIGN
192.168.4.213-213.168.232.35-56458-80-17,192.168.4.213,55754,213.168.232.35,21,16,7/11/2017 11:01:41 AM,57313071,415,286,593549,72096,230,215,223.14185623801959,158.62428045096632,578,3,135.24300359439405,141.47338421568742,5669466.984999852,3712.6621376718904,9196429.423231147,4710336.226477404,28336648.511317573,4352749.539472871,64073296.46589477,122347.50273346627,36938790.803449385,223922.36689433613,0,0,0,0,13398,9186,7.497748813714453,1.2236511172758369,49,1050,484.1372300542773,410.0644153650995,169810.03345920765,0,0,0,212,292,0,0,0,0.40875982594069993,705.2230549751415,873.5909896957487,907.756721519548,419,594115,287,73530,15246,44394,101,39,8503867.130443424,7225595.570069881,97038691.071778,1561357.5473113519,11270683.572795063,2280502.4120647633,277079549.61996907,2541744.7920325575,PortScan
192.168.3.63-220.189.132.205-27529-22-6,192.168.3.63,28375,220.189.132.205,342,6,7/10/2017 14:21:44 AM,37234391,9,56,35666,43706,1283,1233,1255.882459900361,1166.3824279323396,34,35,12.934746469844438,1.2629476416726702,1860777.236150505,1329.2860753217185,9680773.597526494,7638560.167085024,48237665.27079113,8820587.296999728,66248099.27338253,2449525.5093650483,48277477.98602682,945746.661393373,0,0,0,0,1257,2175,8.063473260129172,3.7756177604718184,22,162,37.41986138855565,0.7068,9419.558588014941,1,0,1,17,7,0,0,0,3.6246143023450896,125.11737425380576,570.2893292980299,1381.3629861588279,26,11275,66,42324,33053,52316,0,8,7762384.536888662,7364303.191430775,11152186.575412724,3720511.989739709,50966157.255647786,22382859.86656743,711901979.7231346,51519277.21871207,BENIGN
192.168.4.42-102.151.211.130-43006-443-17,192.168.4.42,43659,102.151.211.130,713,17,7/11/2017 13:47:15 AM,71512308,1,336,16252,144589,610,191,187.52125456253378,1.2781,692,68,441.20597586720925,367.4197018666898,766219.2659464813,3872.224885929762,7260963.784389872,71436.7843470913,78417024.18038915,511805.43250019103,58291286.52491812,14664265.616521908,90714494.84789741,244617.191896669,0,0,0,0,32,11079,1.5808440963201662,4.8506812992723995,23,1039,420.8519100662804,106.81582031868152,23966.059681653358,1,0,1,11,236,0,0,0,2.4698160209708155,563.4306983831785,1097.253289227279,325.284814183136,11,8602,334,127141,22998,5119,10,35,4634551.964245672,2046328.486349227,92586630.53603934,4014528.7270520814,96802043.08637142,43981132.30267421,916735908.0442432,44510384.96162834,BENIGN
192.168.2.55-69.6.221.164-5363-21-17,192.168.2.55,6264,69.6.221.164,326,17,7/14/2017 15:55:54 AM,110191415,451,292,508043,60665,595,345,591.2257694909081,296.3575464421684,223,95,92.99225149897936,86.05075793219874,5280190.173225862,1546.5767809117456,9050752.984764246,4215273.478012824,41397093.09444886,7044208.491527286,72566978.96170329,44810.54282610555,48046231.225765206,179994.20384742663,0,0,0,0,14214,9323,0.0152,2.4551729685007175,14,1244,320.1251426102586,1.7418484226736242,8572.5397424712,0,1,1,325,654,0,0,0,1.6042010747012714,833.0535207529117,1107.4215073797461,71.7478057013882,454,520875,297,67474,57683,776,89,24,2726856.9485528544,1778376.0441170014,81387517.27291387,191165.38936967053,22402913.52786554,941230.7736901965,900840070.1232767,14864322.743342135,BENIGN
192.168.8.213-78.110.154.45-8379-24525-6,192.168.8.213,9632,78.110.154.45,24438,6,7/10/2017 9:28:32 AM,4332559,409,256,513677,81450,382,201,416.5713348589478,277.6399573268073,1122,625,984.8929695018194,151.600427789103,8722885.361410769,4075.909579195914,9268374.45506608,6470097.342453985,19887934.491495285,7041071.941030737,48447901.73779982,78267.32509601547,73703534.42345767,179981.20090454625,0,0,0,0,13177,7486,123.20658899632245,71.66864922513619,56,247,77.06840693388865,87.68175683916968,13322.91684093808,0,0,1,30,612,0,0,0,0.48998616478732404,800.6257521925522,1105.2554472058032,71.57952053388907,406,513619,232,70707,41293,28357,163,20,1768755.4701526663,580362.4673815473,33182236.64169885,795575.6784123605,12089918.837999754,2067371.8393036153,266237930.56798595,592144.8382599507,BENIGN
192.168.4.105-155.107.60.163-37776-22-6,192.168.4.105,37855,155.107.60.163,165,6,7/7/2017 8:50:31 AM,83913773,101,17,46123,8680,572,165,524.9644315217661,344.2491975076286,909,147,330.1244062919651,296.3159501144958,4280600.540054354,1231.7893811825322,9574456.108204933,7078879.724766568,34787320.133336574,325189.51816631306,81151135.81652601,834091.3116028501,48404918.90408625,4451031.001654823,0,0,0,0,3280,306,0.0152,1.4455119350719086,39,799,735.7332607530064,477.1886625229916,246259.65871248973,0,1,1,56,76,0,0,0,4.576918857319289,310.10962429613534,1059.2315952245206,811.3537734460353,98,29176,12,6901,64999,28263,49,27,2712745.5580766415,884652.04028427,28219357.31969711,1762169.8255474393,27389298.21790605,18164459.687987547,891417157.8148004,27043611.68119565,DoS Hulk
192.168.7.85-124.96.35.245-54957-21-17,192.168.7.85,55289,124.96.35.245,867,17,7/12/2017 13:51:05 AM,70849089,275,232,40296,64167,673,548,602.9627535494394,30.557243252246344,1366,753,1207.0811558205467,5.552033088691223,6066872.565076049,1296.2014067255807,5867774.300851101,3979623.082716578,55952798.23282835,2683953.525541437,84170021.54556221,574455.1763849301,47924538.22870638,154996.6605599472,0,0,0,0,8618,7258,5.791880735937545,0.0422,8,1273,240.46465873431578,45.06754333283745,13634.170649737145,1,0,0,11,406,0,0,0,3.581199226532938,217.0370683030789,958.5775658256226,87.36811746015286,277,39568,219,59030,50861,4079,255,26,1670734.2934959221,1377329.1637349417,3748782.2328144135,1074762.8228268302,59280007.60548587,5835997.803344924,228061405.219131,13324306.53985412,DDoS
192.168.10.120-195.254.57.55-33158-46395-17,192.168.10.120,33235,195.254.57.55,46854,17,7/10/2017 17:35:58 AM,73432841,126,63,49221,417,1360,187,374.2847373255996,128.18987388875186,137,29,64.14247281194145,35.74294154741605,2773850.266772016,2725.843117607586,5829703.551014968,5637587.877438993,90179109.00010078,3012120.1758988127,51419122.69755422,585040.0205626214,57112041.42784205,904689.6143709561,0,0,0,0,4163,1770,3.8312151883125622,0.0422,22,448,168.8863271169692,57.06747759373886,0.4996,1,0,1,85,131,0,0,0,4.6048778760739975,794.3707348240797,1361.454960953386,1155.8613516265866,118,41607,65,635,5973,26856,0,25,9792311.312373554,2331128.2356550517,45932339.509036146,819508.046920872,57896654.02175611,45040229.423673674,362105481.19880533,26477634.07465735,BENIGN
192.168.5.56-193.243.4.30-44863-22-6,192.168.5.56,44155,193.243.4.30,21,6,7/14/2017 17:15:02 AM,88714765,460,168,408918,241752,249,77,156.2034485835154,78.52305388159678,35,62,48.77205386299461,10.630924538090088,7798025.398484912,2232.5590325954313,600393.9362496185,211214.24033148857,20626967.53588799,241103.1828402641,95364841.42393342,383470.35855443403,15227181.469112162,31772.717256627788,0,0,0,0,14584,5322,9.982220924198188,2.9220965311514653,54,921,788.6010348661479,136.38450199857792,38481.678362511266,0,0,0,351,215,0,0,0,4.043549481961269,889.294305391448,1101.3571493106167,645.2032752162002,456,393427,167,229437,8902,20103,8,36,7094575.975069166,254501.33917404115,14770626.735652989,1358845.1917691752,28689614.62466849,3352508.4902859554,834509281.6648203,20910618.08365691,BENIGN
192.168.3.66-207.97.237.241-9025-21-17,192.168.3.66,9880,207.97.237.241,132,17,7/7/2017 12:21:11 AM,98957800,417,29,341632,31374,1336,71,963.7826974432612,128.17775111143365,1279,1090,1140.1405077616896,917.5577233751127,417129.7656245296,2834.1601068397017,1800634.1387047272,1577404.3743955756,18718670.654383875,1424.9626,76808403.10086137,256516.66984035354,82883017.04368505,3726791.336514944,0,0,0,0,12930,715,4.98294929119755,0.9303558005832687,43,1305,1239.6529185170746,49.37020918149856,10874.641080374957,1,1,1,414,210,0,0,0,2.9750890130080836,277.04737651814105,197.5517246527827,711.2890636641007,407,340648,33,31041,42181,56029,201,23,1937834.5424850504,251932.2464087937,40130298.95442499,1445485.8892698851,34182247.71259378,26511772.233910758,259231601.19093826,20001917.55584827,Bot
192.168.9.75-129.137.64.100-54573-16589-6,192.168.9.75,53359,129.137.64.100,16914,6,7/10/2017 11:27:54 AM,63575564,342,298,200078,4315,1046,330,1027.9527210384488,733.0035940199538,1214,846,1037.5521202971029,749.0460812884103,1040900.0834171432,1060.56008775253,150586.1290857357,139568.906257276,68336749.32298991,1424.9626,27328963.18222777,115317.37392689902,43381810.162798494,191279.61878943845,0,0,0,0,11569,9357,10.218880338351115,9.065089824514647,34,158,33.23272406991757,20.275419427447623,0.4996,0,0,1,216,289,0,0,0,1.2628306955792554,374.93831728825336,1281.5007967862641,1287.5060841735824,346,199267,303,23810,27257,47777,30,8,668974.0550536099,736476.0052968782,28302421.81937513,226342.2437693631,37062857.203709625,32555958.72898587,732121210.1725938,30790065.35149996,Bot
192.168.8.50-180.1.196.104-12938-21-6,192.168.8.50,12147,180.1.196.104,21,6,7/7/2017 13:05:51 AM,72480265,473,451,92516,499287,1153,1014,1044.1921385867947,797.4961172720176,810,418,711.4373535384766,408.6666975037564,4295529.754186685,2761.1892481351697,8563962.494497139,7747498.210672533,93315286.36017336,1980193.3002754438,44341275.765086055,57525.55775497494,14242434.822665429,1398.2165,0,0,0,0,15141,14463,5.134821958002131,6.56400159470589,59,1233,107.14917171616351,16.834682227748303,9279.320992476078,1,0,1,323,515,0,0,0,0.8113231359087931,469.19258196937994,1228.2916349654295,104.8903671269051,476,87024,461,488170,57334,41404,415,25,8821145.312685303,6264030.456298396,69043091.28275196,4052111.592159696,67814756.84390314,36789284.55199128,819794631.0372859,66496529.938853234,BENIGN
192.168.6.43-166.22.204.248-50351-21732-17,192.168.6.43,51857,166.22.204.248,21812,17,7/7/2017 8:06:16 AM,28024845,268,391,272141,236420,923,409,588.524895954472,488.71179119932174,1217,1021,1063.8388027559338,1057.7367767134874,4604834.085316008,1489.9614197517353,9253612.286717214,813262.7940122258,86937729.01006606,6840915.025029245,35090502.34277916,296170.28403674887,32743318.731173724,44405.1286205157,0,0,0,0,8586,12226,7.023000701631144,10.317381326708459,27,981,336.4845776098249,122.71997172467725,5615.313898579689,0,1,1,245,94,0,0,0,4.1113128443633915,166.76609910632058,1253.8955896783482,971.0002270261422,274,283744,393,224914,20998,31380,80,18,3273762.2568833935,1590589.0154248122,46130867.342966385,2644426.934689887,61197659.774553895,11181289.462791258,662965037.3590823,25796727.939761676,BENIGN
192.168.9.98-116.226.152.221-39593-22-17,192.168.9.98,37951,116.226.152.221,723,17,7/14/2017 17:03:39 AM,99715004,51,469,34337,655137,470,135,332.86524682758096,57.66176927498501,417,282,276.89211282989663,13.409751121848558,4397269.658920699,2989.2071988802472,2941228.5002077064,794519.282268285,70748656.77806626,2086545.1480115354,45417462.6500099,941443.1021668635,69943469.35088745,245988.76246516133,0,0,0,0,1325,15894,3.3511845434321015,0.4691923725108449,42,348,317.0276085369994,267.54174461812215,75531.50377580413,1,0,1,11,233,0,0,0,0.34446742053469814,216.57997276033973,453.05410675012587,1128.5290028789027,34,21680,484,650687,38616,57302,10,38,6684285.218585795,4948541.524837376,95687888.31022839,3429327.6811347003,49648261.8318863,3872608.5877977465,92792614.25978638,22726825.65499788,BENIGN
192.168.1.130-220.222.154.209-1206-3306-17,192.168.1.130,1059,220.222.154.209,2982,17,7/11/2017 14:54:55 AM,640794,85,29,68650,8941,1375,209,858.7195521251014,716.0604787894492,365,308,294.55619051669,69.20374837629558,825767.8810347305,1787.5900489074604,8367547.76633312,2404144.6818735814,82739699.49046013,5021397.450604026,29170361.745310348,75886.12737353696,52844042.62792161,2470288.7040332835,0,0,0,0,2740,482,31.077542466176755,7.071412459333784,12,566,110.07648230393957,0.7068,0.4996,0,0,0,22,45,0,0,0,0.7849715377072679,360.3215095122884,47.789034453980406,1171.9848584753645,92,84148,22,417,43351,44160,0,15,6229373.295371891,4605602.249000161,99027427.65279584,1722231.7495437544,82204179.04385285,53979696.534222245,109918654.83496901,70806375.46102856,PortScan
192.168.10.111-205.199.12.243-31600-443-17,192.168.10.111,31815,205.199.12.243,1122,17,7/11/2017 14:54:30 AM,95554838,143,212,43277,69493,710,640,708.0978824788466,362.63301643285587,1373,140,1210.253682242149,608.1508911717395,7378338.624532836,4648.950308910686,5955588.250573062,2457730.8834470348,49233369.11167331,2026564.451306373,97163904.90072042,717305.8229328018,90856185.75329702,627609.0452205339,0,0,0,0,4415,6299,0.0152,4.392161216968203,53,648,587.7007362287018,69.19125155550441,0.4996,0,0,1,23,337,0,0,0,3.9566507546283325,307.2896371092524,396.3528970248047,694.1731660635445,116,41420,195,71601,6361,33636,46,38,8257635.1320068855,2403956.077455779,75199041.66383095,989735.2210573348,81077092.85186596,70335962.71166731,571536517.4613926,22500183.769441262,BENIGN
192.168.6.170-44.222.33.31-10489-443-6,192.168.6.170,9352,44.222.33.31,21,6,7/10/2017 16:24:44 AM,50086484,166,303,110224,325248,496,73,401.566427004103,236.12785800045054,1153,597,1002.7908443702892,324.8094464178101,601090.7989776083,3943.888199960961,8955380.369162774,7567294.326333081,97975725.9262674,7719208.216496201,20784184.09399092,42.2522,8702203.843002602,17470.857502438215,0,0,0,0,5408,9982,5.863665199276959,11.243660654827794,50,1349,1049.2087661599685,387.20468277539896,151274.8377758111,1,0,0,133,208,0,0,0,2.5813870282213762,199.40564725163415,1035.5227403743652,786.2412485626412,159,109928,302,341418,63620,65445,116,24,5955736.717000414,3673415.0327384253,79461462.18410745,3747621.1375826,20453639.116574176,17061253.179159265,459456557.6610585,4632137.582502901,PortScan
192.168.9.252-22.93.203.210-62709-21-6,192.168.9.252,61241,22.93.203.210,454,6,7/10/2017 11:49:01 AM,26780113,375,391,378390,531355,1242,301,823.3226257655317,448.01878413378523,104,65,99.68446861872583,50.64226779942142,7195140.742341268,4989.1532,1655008.033941544,141983.21727682574,66736895.065123886,1187625.724998736,83803625.64650057,520330.54367687966,22243695.856869295,1398.2165,0,0,0,0,11824,12486,11.211539066392845,14.755393659863977,60,880,293.6897935188911,271.3879027011636,80462.75060016934,0,1,0,134,51,0,0,0,4.847081748251172,917.7612846555519,723.7597393627432,204.00804550632012,373,383424,390,555101,39067,31,35,25,6928146.435366337,4801253.671456802,26123323.55753948,5286265.744591606,60196256.24568729,2993857.486496738,768969871.1957927,7699868.052151254,Bot
192.168.2.184-102.225.242.130-19806-80-17,192.168.2.184,18934,102.225.242.130,21,17,7/11/2017 10:17:16 AM,34445024,457,340,380753,142949,584,433,448.3933128489275,229.3916839137004,1110,754,1001.3071345929991,444.9858953957081,6112837.152142129,2308.5590591387518,7896646.280264997,1058271.369709479,63371847.7976016,5178192.735701641,90818058.93224147,446430.0457243344,71886917.5271161,209702.91306837817,0,0,0,0,14948,10974,10.50487732058691,11.024452841238984,30,1077,558.8791846430103,134.25725543798072,19791.36289769923,1,0,0,68,554,0,0,0,2.7769512365716116,409.5127762820937,892.4618513723494,860.6945326798423,478,371179,337,129201,20327,6362,162,28,4864135.4030181505,3328986.3771600006,82922639.21924761,558731.080004394,82209917.0665059,57428794.16654595,329078623.5382483,19136072.392497987,DoS Hulk
192.168.7.197-152.108.18.142-18103-21-17,192.168.7.197,17021,152.108.18.142,21,17,7/10/2017 13:25:14 AM,117009645,387,303,314338,63821,966,515,754.484873634341,292.8111309969103,1036,2,682.6355726278796,586.2859355002267,7962616.612491585,3034.3250770793597,1666883.7306531945,662846.246612141,43526626.909271106,219945.12283425604,92176683.4981191,254542.52955236507,65542240.95285312,269970.7618328045,0,0,0,0,12747,9836,0.0152,4.401017069326703,47,1040,295.2792008613803,67.78756106748209,0.4996,0,1,1,19,213,0,0,0,0.9877496868496289,661.8596413485601,811.3559637201881,1136.1181800910074,392,299734,302,72601,51113,61723,240,9,462533.6974082569,348053.41647590644,11684915.574169062,144523.8733538966,64231069.554044925,16787420.264650166,749806417.4394124,37188834.169223,DoS Hulk
192.168.4.58-67.59.148.23-8323-8080-6,192.168.4.58,9441,67.59.148.23,8302,6,7/7/2017 17:23:08 AM,112044054,166,500,94244,613953,22,28,3.0369,1.2781,782,425,558.4382383175707,223.99619062362675,6908864.704004562,3930.4995439116155,5192135.850093127,3222131.6782315704,23605944.42968756,2097925.1414269553,51725044.231565446,505238.2596794419,45325845.442899235,139111.40081370887,0,0,0,0,5285,15518,0.7781313635473818,3.7232421201822925,10,1309,386.8639866602534,279.505672603495,75224.83652563822,0,1,0,121,450,0,0,0,4.222429366819954,850.9391831914261,64.33654681213446,442.84858801651467,154,110706,487,606689,16594,35004,151,38,6073632.356509507,1397224.171744986,33384862.56501108,6195388.586577022,6423714.2202507965,5270363.017260825,159501994.82741198,5680762.727410784,DDoS
192.168.4.225-3.117.11.57-13952-22-17,192.168.4.225,13968,3.117.11.57,21,17,7/12/2017 9:46:44 AM,14535604,342,455,231759,483758,800,2,359.81118179853735,148.79735889378003,1023,650,871.8431029504975,621.9511816252806,3136335.49266578,4507.627265984798,490457.15358884155,162967.04691808342,38711949.42012829,1424.9626,96981701.78476545,453001.70602450334,17502952.550967712,56923.46899689689,0,0,0,0,11284,15043,21.532719198759196,23.19989678121823,1,484,142.32480251254702,130.9606075100001,9344.019880319764,0,1,1,83,234,0,0,0,3.9971808197151293,81.57931087459974,798.1729972211177,643.6094923109405,344,233706,434,472544,2161,12345,231,18,9570828.518062763,6333755.770729741,19594993.498792186,520302.73253896664,36132066.02086739,16448677.081984237,886100648.5779073,15313012.619861806,PortScan
192.168.6.178-67.168.72.195-38597-63102-17,192.168.6.178,37770,67.168.72.195,62808,17,7/10/2017 8:12:40 AM,33626875,419,436,27712,79354,771,215,391.0456635751283,86.67628024253673,888,420,431.53702076411474,141.93242042717395,9457569.350019192,3033.695522932169,2585740.774533499,1430001.452555714,72173402.9413302,2313494.7993387207,44544818.151709884,42.2522,17253822.87731317,27104.667613288122,0,0,0,0,13513,13978,12.357398079763437,8.086884513853956,16,1379,1016.5430345317609,818.6279313216156,649768.7815429546,0,0,0,291,138,0,0,0,3.3872259729377565,545.7274045672673,181.9109813992704,747.271608640579,413,13902,432,68263,18294,30748,263,36,6172650.9915176,4549698.370104786,96356428.00068676,945478.4134433037,89891947.19759452,12375114.40623705,565094546.0343795,43307667.61283873,DoS Hulk
192.168.9.103-124.72.92.137-60701-443-6,192.168.9.103,60690,124.72.92.137,21,6,7/11/2017 15:48:15 AM,30531688,28,131,34548,69428,798,720,789.9308088236601,55.493143427081,1427,998,1107.408074996737,935.7541273126657,1612055.0960810776,407.571344668555,2660472.9387676376,2179086.5006538285,45307027.954939425,1384338.4327073465,60069310.4068752,1912390.014964593,32423258.748377476,403668.0001855841,0,0,0,0,949,4771,1.7084647691594799,8.944686205267411,38,710,240.28095044651744,88.5947965370903,0.4996,0,0,0,20,0,0,0,0,3.1501529604696565,449.1032229852837,802.4618492712202,115.90164657064042,50,16582,126,63142,48703,7430,4,14,7131468.305285742,3997370.728777298,96950336.27964787,693103.4438323255,19201636.43967591,544529.4146214812,104504316.08833978,2650177.3749683388,BENIGN
192.168.4.214-134.171.210.149-23489-3306-17,192.168.4.214,23528,134.171.210.149,2297,17,7/12/2017 17:42:44 AM,70882441,433,273,465910,233908,632,601,614.5996711476411,469.21979416545173,366,139,177.23651583232572,69.9177773962152,2614135.85022371,4199.541636002415,1451183.3232035926,386211.54006325867,94610572.2052956,835851.5151392577,16923358.08342446,92128.35166921595,52196435.24987749,363788.44798867224,0,0,0,0,13423,8868,6.6351825001833475,0.0422,9,151,155.03651050624092,92.65385846941734,0.4996,0,0,0,88,251,0,0,0,2.183814345610134,377.52886108254376,321.05610490016755,1036.9875889384668,429,474098,278,229104,40343,44295,75,31,4802066.328112762,4324555.127606693,54431587.49190694,597740.3102493554,1854309.323036486,1269620.166259443,778827769.6691475,3765993.9364501303,DoS Hulk
